# T			mu			nu
1.10000e+00	1.05378e+04	5.38548e+05
1.20000e+00	2.40865e+04	6.38473e+05
1.30000e+00	2.17625e+04	7.58669e+05
1.40000e+00	1.89064e+04	9.74450e+05
1.50000e+00	2.47843e+04	1.25891e+06
1.60000e+00	4.56154e+04	1.60457e+06
1.70000e+00	9.17148e+04	2.00346e+06
1.80000e+00	1.77375e+05	2.42973e+06
1.90000e+00	3.16781e+05	2.82901e+06
2.00000e+00	5.15152e+05	3.12274e+06
2.10000e+00	7.59592e+05	3.23836e+06
2.20000e+00	1.01995e+06	3.15169e+06
2.30000e+00	1.26297e+06	2.90139e+06
2.40000e+00	1.46734e+06	2.56063e+06
2.50000e+00	1.62749e+06	2.19759e+06
2.60000e+00	1.74817e+06	1.85586e+06
2.70000e+00	1.83782e+06	1.55537e+06
2.80000e+00	1.90454e+06	1.30078e+06
2.90000e+00	1.95470e+06	1.08917e+06
3.00000e+00	1.99283e+06	9.14768e+05
3.10000e+00	2.02200e+06	7.71368e+05
3.20000e+00	2.04420e+06	6.53304e+05
3.30000e+00	2.06072e+06	5.55785e+05
3.40000e+00	2.07237e+06	4.74894e+05
3.50000e+00	2.07968e+06	4.07485e+05
3.60000e+00	2.08302e+06	3.51050e+05
3.70000e+00	2.08268e+06	3.03590e+05
3.80000e+00	2.07890e+06	2.63509e+05
3.90000e+00	2.07196e+06	2.29530e+05
4.00000e+00	2.06214e+06	2.00620e+05
4.10000e+00	2.04975e+06	1.75942e+05
4.20000e+00	2.03514e+06	1.54811e+05
4.30000e+00	2.01864e+06	1.36665e+05
4.40000e+00	2.00062e+06	1.21039e+05
4.50000e+00	1.98141e+06	1.07546e+05
4.60000e+00	1.96133e+06	9.58642e+04
4.70000e+00	1.94069e+06	8.57220e+04
4.80000e+00	1.91973e+06	7.68927e+04
4.90000e+00	1.89868e+06	6.91852e+04
5.00000e+00	1.87773e+06	6.24382e+04
5.10000e+00	1.85705e+06	5.65152e+04
5.20000e+00	1.83674e+06	5.13009e+04
5.30000e+00	1.81692e+06	4.66974e+04
5.40000e+00	1.79765e+06	4.26218e+04
5.50000e+00	1.77898e+06	3.90032e+04
5.60000e+00	1.76095e+06	3.57815e+04
5.70000e+00	1.74358e+06	3.29054e+04
5.80000e+00	1.72688e+06	3.03307e+04
5.90000e+00	1.71085e+06	2.80198e+04
6.00000e+00	1.69548e+06	2.59404e+04
6.10000e+00	1.68076e+06	2.40645e+04
6.20000e+00	1.66667e+06	2.23681e+04
6.30000e+00	1.65319e+06	2.08304e+04
6.40000e+00	1.64030e+06	1.94333e+04
6.50000e+00	1.62798e+06	1.81611e+04
6.60000e+00	1.61620e+06	1.70003e+04
6.70000e+00	1.60494e+06	1.59388e+04
6.80000e+00	1.59418e+06	1.49661e+04
6.90000e+00	1.58389e+06	1.40732e+04
7.00000e+00	1.57405e+06	1.32519e+04
7.10000e+00	1.56464e+06	1.24952e+04
7.20000e+00	1.55563e+06	1.17967e+04
7.30000e+00	1.54702e+06	1.11509e+04
7.40000e+00	1.53876e+06	1.05529e+04
7.50000e+00	1.53086e+06	9.99821e+03
7.60000e+00	1.52329e+06	9.48295e+03
7.70000e+00	1.51603e+06	9.00363e+03
7.80000e+00	1.50907e+06	8.55711e+03
7.90000e+00	1.50239e+06	8.14059e+03
8.00000e+00	1.49598e+06	7.75154e+03
8.10000e+00	1.48982e+06	7.38770e+03
8.20000e+00	1.48391e+06	7.04701e+03
8.30000e+00	1.47822e+06	6.72763e+03
8.40000e+00	1.47276e+06	6.42789e+03
8.50000e+00	1.46750e+06	6.14627e+03
8.60000e+00	1.46244e+06	5.88138e+03
8.70000e+00	1.45757e+06	5.63199e+03
8.80000e+00	1.45288e+06	5.39695e+03
8.90000e+00	1.44836e+06	5.17522e+03
9.00000e+00	1.44400e+06	4.96586e+03
9.10000e+00	1.43980e+06	4.76799e+03
9.20000e+00	1.43574e+06	4.58081e+03
9.30000e+00	1.43183e+06	4.40361e+03
9.40000e+00	1.42805e+06	4.23571e+03
9.50000e+00	1.42440e+06	4.07650e+03
9.60000e+00	1.42087e+06	3.92540e+03
9.70000e+00	1.41746e+06	3.78190e+03
9.80000e+00	1.41417e+06	3.64551e+03
9.90000e+00	1.41098e+06	3.51580e+03
1.00000e+01	1.40789e+06	3.39234e+03
1.01000e+01	1.40490e+06	3.27476e+03
1.02000e+01	1.40201e+06	3.16271e+03
1.03000e+01	1.39920e+06	3.05585e+03
1.04000e+01	1.39649e+06	2.95389e+03
1.05000e+01	1.39386e+06	2.85653e+03
1.06000e+01	1.39130e+06	2.76352e+03
1.07000e+01	1.38883e+06	2.67462e+03
1.08000e+01	1.38642e+06	2.58959e+03
1.09000e+01	1.38409e+06	2.50821e+03
1.10000e+01	1.38182e+06	2.43030e+03
