                    2          1
             1               4.8296289               1.2940950             -10.0000000
             2               4.8296289               1.2940950              -9.0000000
             3               4.8296289               1.2940950              -8.0000000
             4               4.8296289               1.2940950              -7.0000000
             5               4.8296289               1.2940950              -6.0000000
             6               4.8296289               1.2940950              -5.0000000
             7               4.8296289               1.2940950              -4.0000000
             8               4.8296289               1.2940950              -3.0000000
             9               4.8296289               1.2940950              -2.0000000
            10               4.8296289               1.2940950              -1.0000000
            11               4.8296289               1.2940950               0.0000000
            12               4.9148145               0.6470475             -10.0000000
            13               4.9148145               0.6470475              -9.0000000
            14               4.9148145               0.6470475              -8.0000000
            15               4.9148145               0.6470475              -7.0000000
            16               4.9148145               0.6470475              -6.0000000
            17               4.9148145               0.6470475              -5.0000000
            18               4.9148145               0.6470475              -4.0000000
            19               4.9148145               0.6470475              -3.0000000
            20               4.9148145               0.6470475              -2.0000000
            21               4.9148145               0.6470475              -1.0000000
            22               4.9148145               0.6470475               0.0000000
            23               5.0000000               0.0000000             -10.0000000
            24               5.0000000               0.0000000              -9.0000000
            25               5.0000000               0.0000000              -8.0000000
            26               5.0000000               0.0000000              -7.0000000
            27               5.0000000               0.0000000              -6.0000000
            28               5.0000000               0.0000000              -5.0000000
            29               5.0000000               0.0000000              -4.0000000
            30               5.0000000               0.0000000              -3.0000000
            31               5.0000000               0.0000000              -2.0000000
            32               5.0000000               0.0000000              -1.0000000
            33               5.0000000               0.0000000               0.0000000
            34               4.3301268               2.5000000             -10.0000000
            35               4.3301268               2.5000000              -9.0000000
            36               4.3301268               2.5000000              -8.0000000
            37               4.3301268               2.5000000              -7.0000000
            38               4.3301268               2.5000000              -6.0000000
            39               4.3301268               2.5000000              -5.0000000
            40               4.3301268               2.5000000              -4.0000000
            41               4.3301268               2.5000000              -3.0000000
            42               4.3301268               2.5000000              -2.0000000
            43               4.3301268               2.5000000              -1.0000000
            44               4.3301268               2.5000000               0.0000000
            45               4.5798779               1.8970475             -10.0000000
            46               4.5798779               1.8970475              -9.0000000
            47               4.5798779               1.8970475              -8.0000000
            48               4.5798779               1.8970475              -7.0000000
            49               4.5798779               1.8970475              -6.0000000
            50               4.5798779               1.8970475              -5.0000000
            51               4.5798779               1.8970475              -4.0000000
            52               4.5798779               1.8970475              -3.0000000
            53               4.5798779               1.8970475              -2.0000000
            54               4.5798779               1.8970475              -1.0000000
            55               4.5798779               1.8970475               0.0000000
            56               4.8296289               1.2940950             -10.0000000
            57               4.8296289               1.2940950              -9.0000000
            58               4.8296289               1.2940950              -8.0000000
            59               4.8296289               1.2940950              -7.0000000
            60               4.8296289               1.2940950              -6.0000000
            61               4.8296289               1.2940950              -5.0000000
            62               4.8296289               1.2940950              -4.0000000
            63               4.8296289               1.2940950              -3.0000000
            64               4.8296289               1.2940950              -2.0000000
            65               4.8296289               1.2940950              -1.0000000
            66               4.8296289               1.2940950               0.0000000
            67               3.5355339               3.5355339             -10.0000000
            68               3.5355339               3.5355339              -9.0000000
            69               3.5355339               3.5355339              -8.0000000
            70               3.5355339               3.5355339              -7.0000000
            71               3.5355339               3.5355339              -6.0000000
            72               3.5355339               3.5355339              -5.0000000
            73               3.5355339               3.5355339              -4.0000000
            74               3.5355339               3.5355339              -3.0000000
            75               3.5355339               3.5355339              -2.0000000
            76               3.5355339               3.5355339              -1.0000000
            77               3.5355339               3.5355339               0.0000000
            78               3.9328303               3.0177670             -10.0000000
            79               3.9328303               3.0177670              -9.0000000
            80               3.9328303               3.0177670              -8.0000000
            81               3.9328303               3.0177670              -7.0000000
            82               3.9328303               3.0177670              -6.0000000
            83               3.9328303               3.0177670              -5.0000000
            84               3.9328303               3.0177670              -4.0000000
            85               3.9328303               3.0177670              -3.0000000
            86               3.9328303               3.0177670              -2.0000000
            87               3.9328303               3.0177670              -1.0000000
            88               3.9328303               3.0177670               0.0000000
            89               4.3301268               2.5000000             -10.0000000
            90               4.3301268               2.5000000              -9.0000000
            91               4.3301268               2.5000000              -8.0000000
            92               4.3301268               2.5000000              -7.0000000
            93               4.3301268               2.5000000              -6.0000000
            94               4.3301268               2.5000000              -5.0000000
            95               4.3301268               2.5000000              -4.0000000
            96               4.3301268               2.5000000              -3.0000000
            97               4.3301268               2.5000000              -2.0000000
            98               4.3301268               2.5000000              -1.0000000
            99               4.3301268               2.5000000               0.0000000
           100               2.5000000               4.3301268             -10.0000000
           101               2.5000000               4.3301268              -9.0000000
           102               2.5000000               4.3301268              -8.0000000
           103               2.5000000               4.3301268              -7.0000000
           104               2.5000000               4.3301268              -6.0000000
           105               2.5000000               4.3301268              -5.0000000
           106               2.5000000               4.3301268              -4.0000000
           107               2.5000000               4.3301268              -3.0000000
           108               2.5000000               4.3301268              -2.0000000
           109               2.5000000               4.3301268              -1.0000000
           110               2.5000000               4.3301268               0.0000000
           111               3.0177670               3.9328303             -10.0000000
           112               3.0177670               3.9328303              -9.0000000
           113               3.0177670               3.9328303              -8.0000000
           114               3.0177670               3.9328303              -7.0000000
           115               3.0177670               3.9328303              -6.0000000
           116               3.0177670               3.9328303              -5.0000000
           117               3.0177670               3.9328303              -4.0000000
           118               3.0177670               3.9328303              -3.0000000
           119               3.0177670               3.9328303              -2.0000000
           120               3.0177670               3.9328303              -1.0000000
           121               3.0177670               3.9328303               0.0000000
           122               3.5355339               3.5355339             -10.0000000
           123               3.5355339               3.5355339              -9.0000000
           124               3.5355339               3.5355339              -8.0000000
           125               3.5355339               3.5355339              -7.0000000
           126               3.5355339               3.5355339              -6.0000000
           127               3.5355339               3.5355339              -5.0000000
